SSID 1,Lemmas 1,SSID 2,Lemmas 2,Accept
01742159-n,"Trimorphodon, genus Trimorphodon",01742288-n,lyre snake,TRUE
01749206-n,"Calliophis, genus Calliophis, Callophis, genus Callophis",01749368-n,Asian coral snake,TRUE
01752069-n,"Dendroaspis, genus Dendroaspis, Dendraspis, genus Dendraspis",01752223-n,mamba,TRUE
01753561-n,"Bungarus, genus Bungarus",01753677-n,krait,TRUE
01757915-n,"Crotalus, genus Crotalus",01758381-n,"timber rattlesnake, banded rattlesnake, Crotalus horridus horridus",TRUE
01783560-n,"Trombicula, genus Trombicula",01783712-n,"harvest mite, chigger, jigger, redbug",TRUE
01784051-n,"Sarcoptes, genus Sarcoptes",01784339-n,"itch mite, sarcoptid",TRUE
01790798-n,"Tachypleus, genus Tachypleus",01790932-n,Asian horseshoe crab,TRUE
01974658-n,genus Architeuthis,01974772-n,"architeuthis, giant squid",TRUE
01982694-n,"Uca, genus Uca",01982807-n,fiddler crab,TRUE
01983112-n,"Pinnotheres, genus Pinnotheres",01983296-n,pea crab,TRUE
01987188-n,"Palinurus, genus Palinurus",01987336-n,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",TRUE
01987972-n,"Astacus, genus Astacus",01988134-n,"Old World crayfish, ecrevisse",TRUE
01988713-n,"Pagurus, genus Pagurus",01988855-n,hermit crab,TRUE
01989994-n,"Palaemon, genus Palaemon",01990186-n,prawn,TRUE
01990705-n,"Peneus, genus Peneus",01990844-n,tropical prawn,TRUE
01991895-n,"Mysis, genus Mysis",01992157-n,opossum shrimp,TRUE
01992031-n,"Praunus, genus Praunus",01992157-n,opossum shrimp,TRUE
01993024-n,genus Squilla,01993157-n,"squilla, mantis prawn",TRUE
01994021-n,"Armadillidium, genus Armadillidium",01994174-n,pill bug,TRUE
01994462-n,"Oniscus, genus Oniscus",01994916-n,sow bug,TRUE
01994767-n,"Porcellio, genus Porcellio",01994916-n,sow bug,TRUE
01995719-n,"Orchestia, genus Orchestia",01995868-n,"beach flea, sand hopper, sandhopper, sand flea",TRUE
01996054-n,"Caprella, genus Caprella",01996179-n,skeleton shrimp,TRUE
01996368-n,"Cyamus, genus Cyamus",01996484-n,whale louse,TRUE
01997455-n,genus Daphnia,01997564-n,"daphnia, water flea",TRUE
01997977-n,"Artemia, genus Artemia, Chirocephalus, genus Chirocephalus",01998168-n,fairy shrimp,TRUE
01998745-n,"Triops, genus Triops",01998934-n,tadpole shrimp,TRUE
01999656-n,genus Cyclops,01999773-n,"cyclops, water flea",TRUE
02170027-n,"Brachinus, genus Brachinus",02170157-n,bombardier beetle,TRUE
02170297-n,genus Calosoma,02170472-n,calosoma,TRUE
02171528-n,"Monochamus, genus Monochamus",02171675-n,"sawyer, sawyer beetle",FALSE
02171528-n,"Monochamus, genus Monochamus",02171870-n,pine sawyer,FALSE
02184251-n,"Tribolium, genus Tribolium",02184376-n,"flour beetle, flour weevil",TRUE
02193783-n,genus Glossina,02193925-n,"tsetse fly, tsetse, tzetze fly, tzetze, glossina",TRUE
02194269-n,"Calliphora, genus Calliphora",02194425-n,"blowfly, blow fly",TRUE
02194779-n,"Lucilia, genus Lucilia",02194904-n,"greenbottle, greenbottle fly",TRUE
02197539-n,"Hypoderma, genus Hypoderma",02197743-n,warble fly,TRUE
02200197-n,genus Drosophila,02200529-n,vinegar fly,TRUE
02203904-n,"Anopheles, genus Anopheles",02204149-n,anopheline,TRUE
02203904-n,"Anopheles, genus Anopheles",02204278-n,"malarial mosquito, malaria mosquito",FALSE
02207237-n,genus Sciara,02207374-n,"fungus gnat, sciara, sciarid",TRUE
02208175-n,"Simulium, genus Simulium",02208325-n,"blackfly, black fly, buffalo gnat",TRUE
02211882-n,"Xylocopa, genus Xylocopa",02212006-n,carpenter bee,TRUE
02212160-n,"Bombus, genus Bombus",02212276-n,"bumblebee, humblebee",TRUE
02212407-n,"Psithyrus, genus Psithyrus",02212616-n,cuckoo-bumblebee,TRUE
02212943-n,genus Andrena,02213079-n,"andrena, andrenid, mining bee",TRUE
02213935-n,"Megachile, genus Megachile",02214096-n,"leaf-cutting bee, leaf-cutter, leaf-cutter bee",TRUE
02214425-n,"Anthidium, genus Anthidium",02214548-n,potter bee,TRUE
02216855-n,"Eumenes, genus Eumenes",02216993-n,mason wasp,TRUE
02216855-n,"Eumenes, genus Eumenes",02217151-n,potter wasp,TRUE
02218148-n,"Sceliphron, genus Sceliphron",02218273-n,mason wasp,TRUE
02220649-n,"Chalcis, genus Chalcis",02220786-n,chalcis fly,TRUE
02223328-n,"Camponotus, genus Camponotus",02223456-n,carpenter ant,TRUE
02223612-n,"Solenopsis, genus Solenopsis",02223735-n,fire ant,TRUE
02224851-n,"Myrmecia, genus Myrmecia",02224973-n,bulldog ant,TRUE
02230082-n,"Melanoplus, genus Melanoplus",02230256-n,migratory grasshopper,TRUE
02230867-n,"Microcentrum, genus Microcentrum",02230993-n,katydid,TRUE
02233007-n,"Oecanthus, genus Oecanthus",02233132-n,tree cricket,TRUE
02234738-n,"Phyllium, genus Phyllium",02234875-n,"walking leaf, leaf insect",TRUE
02237730-n,"Blaberus, genus Blaberus",02237857-n,giant cockroach,TRUE
02238563-n,genus Mantis,02238696-n,"mantis, mantid",TRUE
02240765-n,"Lygus, genus Lygus",02240887-n,lygus bug,TRUE
02242586-n,"Leptoglossus, genus Leptoglossus",02242720-n,"leaf-footed bug, leaf-foot bug",TRUE
02245717-n,"Corixa, genus Corixa",02245861-n,"water boatman, boat bug",TRUE
02247048-n,"Triatoma, genus Triatoma",02247167-n,"conenose, cone-nosed bug, conenose bug, big bedbug, kissing bug",TRUE
02247891-n,"Dysdercus, genus Dysdercus",02248095-n,cotton stainer,TRUE
02250015-n,"Bemisia, genus Bemisia",02250163-n,sweet-potato whitefly,TRUE
02259534-n,"Tibicen, genus Tibicen",02259655-n,"dog-day cicada, harvest fly",TRUE
02261006-n,"Aphrophora, genus Aphrophora",02261160-n,pine spittlebug,TRUE
02266500-n,"Myrmeleon, genus Myrmeleon",02266673-n,"ant lion, antlion, antlion fly",FALSE
02266500-n,"Myrmeleon, genus Myrmeleon",02266884-n,"doodlebug, ant lion, antlion",FALSE
02268512-n,"Corydalus, genus Corydalus, Corydalis, genus Corydalis",02268921-n,"hellgrammite, dobson",TRUE
02278024-n,"Nymphalis, genus Nymphalis",02278425-n,"tortoiseshell, tortoiseshell butterfly",TRUE
02280995-n,"Spyeria, genus Spyeria",02281115-n,silverspot,TRUE
02281356-n,"Apatura, genus Apatura",02281491-n,"emperor butterfly, emperor",TRUE
02284639-n,"Lycaena, genus Lycaena",02284909-n,blue,FALSE
02284639-n,"Lycaena, genus Lycaena",02285037-n,copper,FALSE
02285368-n,"Strymon, genus Strymon",02285555-n,"hairstreak, hairstreak butterfly",TRUE
02289856-n,"Paleacrita, genus Paleacrita",02290639-n,spring cankerworm,TRUE
02290128-n,"Alsophila, genus Alsophila",02290774-n,fall cankerworm,TRUE
02298369-n,"Catacala, genus Catacala",02298522-n,underwing,TRUE
02303030-n,"Bombyx, genus Bombyx",02303449-n,silkworm,TRUE
02309324-n,"Lasiocampa, genus Lasiocampa",02309477-n,"eggar, egger",TRUE
02309659-n,"Malacosoma, genus Malacosoma",02309977-n,tent caterpillar,TRUE
01874885-n,"Tachyglossus, genus Tachyglossus",01875042-n,"echidna, spiny anteater, anteater",TRUE
01875276-n,"Zaglossus, genus Zaglossus",01875413-n,"echidna, spiny anteater, anteater",TRUE
01877806-n,"Didelphis, genus Didelphis",01878251-n,crab-eating opossum,TRUE
01878521-n,"Caenolestes, genus Caenolestes",01878675-n,opossum rat,TRUE
01880844-n,"Lagorchestes, genus Lagorchestes",01880976-n,"hare wallaby, kangaroo hare",TRUE
01881141-n,"Onychogalea, genus Onychogalea",01881280-n,"nail-tailed wallaby, nail-tailed kangaroo",TRUE
01881444-n,"Petrogale, genus Petrogale",01881570-n,"rock wallaby, rock kangaroo",TRUE
01881736-n,"Thylogale, genus Thylogale",01881858-n,"pademelon, paddymelon",TRUE
01882020-n,"Dendrolagus, genus Dendrolagus",01882150-n,"tree wallaby, tree kangaroo",TRUE
01882996-n,"Potorous, genus Potorous",01883114-n,potoroo,TRUE
01883211-n,"Bettongia, genus Bettongia",01883357-n,bettong,TRUE
01883211-n,"Bettongia, genus Bettongia",01883454-n,"jerboa kangaroo, kangaroo jerboa",FALSE
01884057-n,genus Phalanger,01884205-n,cuscus,TRUE
01884632-n,"Petaurus, genus Petaurus",01884766-n,"flying phalanger, flying opossum, flying squirrel",TRUE
01885013-n,"Acrobates, genus Acrobates",01885149-n,flying mouse,TRUE
01886403-n,"Dasyurus, genus Dasyurus",01886561-n,dasyure,TRUE
01887673-n,"Phascogale, genus Phascogale",01887799-n,"pouched mouse, marsupial mouse, marsupial rat",TRUE
01893052-n,"Chrysochloris, genus Chrysochloris",01893205-n,golden mole,TRUE
01893359-n,"Uropsilus, genus Uropsilus",01893501-n,shrew mole,TRUE
02072221-n,"Tursiops, genus Tursiops",02072353-n,"bottlenose dolphin, bottle-nosed dolphin, bottlenose",TRUE
02072963-n,"Phocoena, genus Phocoena",02073082-n,porpoise,TRUE
02079675-n,"Arctocephalus, genus Arctocephalus",02079804-n,fur seal,TRUE
02080185-n,"Callorhinus, genus Callorhinus",02080310-n,fur seal,TRUE
02082943-n,"Mirounga, genus Mirounga",02083067-n,"elephant seal, sea elephant",TRUE
02084075-n,"Odobenus, genus Odobenus",02084223-n,"walrus, seahorse, sea horse",TRUE
02086515-n,"Canis, genus Canis",02116752-n,wolf,FALSE
02086515-n,"Canis, genus Canis",02117748-n,jackal,FALSE
02123886-n,"Felis, genus Felis",02127275-n,wildcat,FALSE
02129603-n,genus Lynx,02129704-n,"lynx, catamount",TRUE
02133728-n,"Nimravus, genus Nimravus",02133863-n,false saber-toothed tiger,TRUE
02140080-n,"Herpestes, genus Herpestes",02140201-n,mongoose,TRUE
02140694-n,"Paradoxurus, genus Paradoxurus",02140821-n,"palm cat, palm civet",TRUE
02140975-n,"Suricata, genus Suricata",02141093-n,"meerkat, mierkat",TRUE
02142566-n,"Pteropus, genus Pteropus",02142701-n,flying fox,TRUE
02143009-n,"Nyctimene, genus Nyctimene",02143143-n,"harpy, harpy bat, tube-nosed bat, tube-nosed fruit bat",TRUE
02145227-n,"Phyllostomus, genus Phyllostomus",02145386-n,spearnose bat,TRUE
02146411-n,"Hipposideros, genus Hipposideros",02146543-n,horseshoe bat,TRUE
02151350-n,"Plecotus, genus Plecotus",02151487-n,long-eared bat,TRUE
02151949-n,"Tadarida, genus Tadarida",02152072-n,"freetail, free-tailed bat, freetailed bat",TRUE
02152668-n,"Eumops, genus Eumops",02152786-n,mastiff bat,TRUE
02327863-n,"Sylvilagus, genus Sylvilagus",02328018-n,"wood rabbit, cottontail, cottontail rabbit",TRUE
02328889-n,"Lepus, genus Lepus",02329084-n,hare,TRUE
02328889-n,"Lepus, genus Lepus",02329680-n,jackrabbit,TRUE
02335258-n,"Apodemus, genus Apodemus",02335407-n,"field mouse, fieldmouse",TRUE
02336731-n,"Nesokia, genus Nesokia",02336853-n,"bandicoot rat, mole rat",TRUE
02336989-n,"Conilurus, genus Conilurus",02337112-n,jerboa rat,TRUE
02337261-n,"Notomys, genus Notomys",02337380-n,kangaroo mouse,TRUE
02337659-n,"Hydromys, genus Hydromys",02337883-n,beaver rat,TRUE
02338781-n,"Reithrodontomys, genus Reithrodontomys",02338927-n,"American harvest mouse, harvest mouse",TRUE
02340426-n,"Onychomys, genus Onychomys",02340554-n,grasshopper mouse,TRUE
02344761-n,"Clethrionomys, genus Clethrionomys",02344902-n,"red-backed mouse, redback vole",TRUE
02345065-n,genus Phenacomys,02345186-n,phenacomys,TRUE
02345379-n,"Cricetus, genus Cricetus",02345537-n,hamster,TRUE
02346658-n,"Meriones, genus Meriones",02346827-n,jird,TRUE
02347865-n,"Myopus, genus Myopus",02347992-n,"grey lemming, gray lemming, red-backed lemming",TRUE
02348123-n,"Dicrostonyx, genus Dicrostonyx",02348252-n,pied lemming,TRUE
02349792-n,"Atherurus, genus Atherurus",02349926-n,"brush-tailed porcupine, brush-tail porcupine",TRUE
02353189-n,"Microdipodops, genus Microdipodops",02353322-n,"kangaroo mouse, dwarf pocket rat",TRUE
02354338-n,"Dipus, genus Dipus",02354654-n,typical jerboa,TRUE
02355949-n,"Eliomys, genus Eliomys",02356063-n,lerot,TRUE
02358760-n,"Sciurus, genus Sciurus",02358129-n,tree squirrel,FALSE
02358760-n,"Sciurus, genus Sciurus",02359629-n,black squirrel,FALSE
02360393-n,"Citellus, genus Citellus, Spermophilus, genus Spermophilus",02360743-n,"ground squirrel, gopher, spermophile",TRUE
02361856-n,"Cynomys, genus Cynomys",02361976-n,"prairie dog, prairie marmot",TRUE
02362787-n,"Eutamias, genus Eutamias",02362934-n,chipmunk,TRUE
02363295-n,"Glaucomys, genus Glaucomys",02363433-n,American flying squirrel,TRUE
02363874-n,"Marmota, genus Marmota",02363989-n,marmot,TRUE
02365514-n,"Castor, genus Castor",02365657-n,beaver,TRUE
02367029-n,"Cavia, genus Cavia",02367172-n,cavy,TRUE
02369105-n,"Stictomys, genus Stictomys",02369231-n,mountain paca,TRUE
02370330-n,"Lagidium, genus Lagidium",02370464-n,"mountain chinchilla, mountain viscacha",TRUE
02370932-n,"Abrocoma, genus Abrocoma",02371051-n,"abrocome, chinchilla rat, rat chinchilla",TRUE
02371339-n,"Spalax, genus Spalax",02371473-n,mole rat,TRUE
02371822-n,"Bathyergus, genus Bathyergus",02371945-n,mole rat,TRUE
02372076-n,"Heterocephalus, genus Heterocephalus",02372207-n,sand rat,TRUE
02374453-n,"Uintatherium, genus Uintatherium",02374792-n,"dinoceras, uintathere",TRUE
02376495-n,"Equus, genus Equus",02391998-n,ass,FALSE
02376495-n,"Equus, genus Equus",02392753-n,mule,FALSE
02376495-n,"Equus, genus Equus",02392910-n,hinny,FALSE
02376495-n,"Equus, genus Equus",02393106-n,wild ass,FALSE
02376495-n,"Equus, genus Equus",02393701-n,zebra,FALSE
02378244-n,"Hyracotherium, genus Hyracotherium",02378514-n,"eohippus, dawn horse",TRUE
02378668-n,genus Mesohippus,02378787-n,mesohippus,TRUE
02378955-n,genus Protohippus,02379075-n,protohippus,TRUE
02396097-n,"Tapirus, genus Tapirus",02396232-n,tapir,TRUE
02397896-n,"Sus, genus Sus",02398346-n,"piglet, piggy, shoat, shote",TRUE
02399622-n,"Phacochoerus, genus Phacochoerus",02399748-n,warthog,TRUE
02400029-n,"Tayassu, genus Tayassu, genus Pecari",02400181-n,"peccary, musk hog",TRUE
02404313-n,"Bos, genus Bos",02404662-n,bovine,TRUE
02404313-n,"Bos, genus Bos",02404827-n,"ox, wild ox",FALSE
02404313-n,"Bos, genus Bos",02405655-n,ox,FALSE
02404313-n,"Bos, genus Bos",02407558-n,zebu,FALSE
02412348-n,"Bibos, genus Bibos",02404827-n,"ox, wild ox",TRUE
02412348-n,"Bibos, genus Bibos",02412516-n,Asian wild ox,FALSE
02412959-n,genus Bison,02413155-n,bison,TRUE
02414073-n,"Ovis, genus Ovis",02414351-n,sheep,TRUE
02414073-n,"Ovis, genus Ovis",02414856-n,wether,FALSE
02414073-n,"Ovis, genus Ovis",02415086-n,lamb,FALSE
02419056-n,"Capra, genus Capra",02419165-n,"goat, caprine animal",TRUE
02421580-n,"Capricornis, genus Capricornis",02421702-n,serow,TRUE
02423954-n,"Connochaetes, genus Connochaetes",02424095-n,"gnu, wildebeest",TRUE
02424258-n,"Madoqua, genus Madoqua",02424438-n,dik-dik,TRUE
02424608-n,"Alcelaphus, genus Alcelaphus",02424752-n,hartebeest,TRUE
02425506-n,"Gazella, genus Gazella",02425668-n,gazelle,TRUE
02426433-n,"Tragelaphus, genus Tragelaphus, Strepsiceros, genus Strepsiceros",02426951-n,"kudu, koodoo, koudou",TRUE
02426433-n,"Tragelaphus, genus Tragelaphus, Strepsiceros, genus Strepsiceros",02427341-n,harnessed antelope,TRUE
02429280-n,"Taurotragus, genus Taurotragus",02429459-n,eland,TRUE
02429983-n,"Kobus, genus Kobus",02430370-n,waterbuck,TRUE
02430875-n,genus Oryx,02430995-n,"oryx, pasang",TRUE
02437229-n,"Mazama, genus Mazama",02437343-n,brocket,TRUE
02437465-n,"Muntiacus, genus Muntiacus",02437585-n,"muntjac, barking deer",TRUE
02439624-n,"Camelus, genus Camelus",02439767-n,camel,TRUE
02444354-n,"Mustela, genus Mustela",02444573-n,weasel,FALSE
02444354-n,"Mustela, genus Mustela",02445476-n,mink,FALSE
02446314-n,"Poecilogale, genus Poecilogale",02446439-n,muishond,TRUE
02447278-n,"Lutra, genus Lutra",02447450-n,otter,TRUE
02451133-n,"Melogale, genus Melogale",02451264-n,ferret badger,TRUE
02452552-n,"Martes, genus Martes",02452665-n,"marten, marten cat",TRUE
02461306-n,"Megatherium, genus Megatherium",02461453-n,"ground sloth, megathere",TRUE
02461944-n,genus Mylodon,02462116-n,mylodon,TRUE
02464332-n,"Manis, genus Manis",02464461-n,"pangolin, scaly anteater, anteater",TRUE
02474643-n,genus Homo,02474924-n,"homo, man, human being, human",TRUE
02474643-n,genus Homo,02478300-n,"Homo sapiens sapiens, modern man",FALSE
02478452-n,"genus Australopithecus, Australopithecus",02478850-n,australopithecine,TRUE
02480521-n,"Dryopithecus, genus Dryopithecus",02480708-n,dryopithecine,TRUE
02480521-n,"Dryopithecus, genus Dryopithecus",02480870-n,"rudapithecus, Dryopithecus Rudapithecus hungaricus",TRUE
02481293-n,genus Proconsul,02481506-n,proconsul,TRUE
02483304-n,genus Gorilla,02483734-n,"western lowland gorilla, Gorilla gorilla gorilla",FALSE
02483304-n,genus Gorilla,02483866-n,"eastern lowland gorilla, Gorilla gorilla grauri",FALSE
02483304-n,genus Gorilla,02483997-n,"mountain gorilla, Gorilla gorilla beringei",FALSE
02483304-n,genus Gorilla,02484131-n,silverback,FALSE
02487444-n,"Cercopithecus, genus Cercopithecus",02487606-n,"guenon, guenon monkey",TRUE
02488496-n,"Cercocebus, genus Cercocebus",02488619-n,mangabey,TRUE
02489848-n,"Macaca, genus Macaca",02489978-n,macaque,TRUE
02490780-n,"Presbytes, genus Presbytes, mammal Semnopithecus",02490922-n,langur,TRUE
02491209-n,genus Colobus,02491333-n,"colobus, colobus monkey",TRUE
02493066-n,"Callithrix, genus Callithrix",02493228-n,true marmoset,TRUE
02493595-n,"Leontocebus, genus Leontocebus, genus Leontideus",02493738-n,"tamarin, lion monkey, lion marmoset, leoncita",TRUE
02495167-n,"Alouatta, genus Alouatta",02495291-n,"howler monkey, howler",TRUE
02495464-n,"Pithecia, genus Pithecia",02495579-n,saki,TRUE
02495740-n,"Cacajao, genus Cacajao",02495855-n,uakari,TRUE
02496021-n,"Callicebus, genus Callicebus",02496140-n,"titi, titi monkey",TRUE
02496888-n,"Lagothrix, genus Lagothrix",02497014-n,woolly monkey,TRUE
02498077-n,"Ptilocercus, genus Ptilocercus",02498201-n,"pentail, pen-tail, pen-tailed tree shrew",TRUE
02502331-n,genus Galago,02502439-n,"galago, bushbaby, bush baby",TRUE
02504063-n,"Tarsius, genus Tarsius",02504214-n,tarsier,TRUE
02504988-n,"Cynocephalus, genus Cynocephalus",02505145-n,"flying lemur, flying cat, colugo",TRUE
02507266-n,"Mammuthus, genus Mammuthus",02507401-n,mammoth,TRUE
02508440-n,"Mammut, genus Mammut, genus Mastodon",02508629-n,"mastodon, mastodont",TRUE
02509261-n,"Gomphotherium, genus Gomphotherium",02509414-n,gomphothere,TRUE
02510494-n,"Procyon, genus Procyon",02510652-n,"raccoon, racoon",TRUE
01910543-n,"Euplectella, genus Euplectella",01910683-n,Venus's flower basket,TRUE
01914691-n,genus Hydra,01914793-n,hydra,TRUE
01915329-n,genus Nanomia,01915450-n,nanomia,TRUE
01916174-n,"Sertularia, genus Sertularia",01916332-n,sertularian,TRUE
01918182-n,"Pennatula, genus Pennatula",01918341-n,sea pen,TRUE
01919808-n,"Maeandra, genus Maeandra",01919930-n,brain coral,TRUE
01920075-n,"Acropora, genus Acropora",01920252-n,"staghorn coral, stag's-horn coral",TRUE
01921899-n,genus Beroe,01922026-n,beroe,TRUE
01922943-n,"Pleurobrachia, genus Pleurobrachia",01923079-n,sea gooseberry,TRUE
01926792-n,genus Sagitta,01926950-n,sagitta,TRUE
01929629-n,"Schistosoma, genus Schistosoma",01929800-n,"schistosome, blood fluke",TRUE
01930457-n,genus Echinococcus,01930569-n,echinococcus,TRUE
01930714-n,genus Taenia,01930856-n,taenia,TRUE
01940063-n,"Polycirrus, genus Polycirrus",01940220-n,bloodworm,TRUE
01941259-n,"Haemopis, genus Haemopis",01941376-n,horseleech,TRUE
01945365-n,"Haliotis, genus Haliotis",01945510-n,"abalone, ear-shell",TRUE
01946008-n,"Lambis, genus Lambis",01946182-n,scorpion shell,TRUE
01946395-n,"Strombus, genus Strombus",01946540-n,conch,TRUE
01947258-n,"Helix, genus Helix",01947596-n,garden snail,TRUE
01949128-n,genus Nerita,01949271-n,nerita,TRUE
01949661-n,genus Neritina,01949780-n,neritina,TRUE
01950925-n,"Littorina, genus Littorina",01951087-n,"periwinkle, winkle",TRUE
01954486-n,"Haminoea, genus Haminoea",01954670-n,bubble shell,TRUE
01955198-n,genus Physa,01955353-n,physa,TRUE
01955838-n,"Cypraea, genus Cypraea",01956002-n,"cowrie, cowry",TRUE
01957603-n,genus Chiton,01957725-n,"chiton, coat-of-mail shell, sea cradle, polyplacophore",TRUE
01961555-n,"Ensis, genus Ensis",01961670-n,"razor clam, jackknife clam, knife-handle",TRUE
01962475-n,"Cardium, genus Cardium",01962626-n,cockle,TRUE
01963541-n,"Ostrea, genus Ostrea",01963700-n,"bluepoint, blue point",TRUE
01965777-n,"Arca, genus Arca",01965958-n,ark shell,TRUE
01965777-n,"Arca, genus Arca",01966120-n,blood clam,TRUE
01967462-n,"Unio, genus Unio",01967598-n,pearly-shelled mussel,TRUE
01967752-n,"Anodonta, genus Anodonta",01967893-n,thin-shelled mussel,TRUE
